REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,DISTRITO,LOC_ZON,ENT_MAN,CATEGORIA,NOM_CATEGO,MANZENT_I,TOTAL_PERS,TOTAL_VIVI,SHAPE_Leng,SHAPE_Area,xcoord,ycoord
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","17","2",PB,"8207021001017","17","11",0.00333838160,0.00000063388,-73.48650,-38.25008
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","16","2",PB,"8207021001016","84","33",0.00608460701,0.00000138297,-73.48798,-38.25082
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","9","2",PB,"8207021001009","26","14",0.00549408905,0.00000113321,-73.48292,-38.24716
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","8","2",PB,"8207021001008","23","27",0.01123915574,0.00000465733,-73.48126,-38.24747
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","7","2",PB,"8207021001007","30","18",0.01440142000,0.00000522508,-73.48150,-38.24871
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"3","1","901","2",PB,"8207031001901","21","13",0.00711944762,0.00000109995,-73.49206,-38.34399
"8",REGIÓN DEL BIOBÍO,"82",ARAUCO,"8207",TIRÚA,"2","1","901","2",PB,"8207021001901","36","28",0.02188604377,0.00000509576,-73.48562,-38.24974
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","18","2",PB,"8302011001018","96","33",0.02309871240,0.00002877893,-71.66606,-37.32657
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","14","2",PB,"8302011001014","14","5",0.00257126321,0.00000032257,-71.66972,-37.32506
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","15","2",PB,"8302011001015","33","10",0.00253040084,0.00000034880,-71.66967,-37.32547
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","1","2",PB,"8302011001001","23","7",0.01274656765,0.00000942084,-71.68275,-37.32755
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","16","2",PB,"8302011001016","45","12",0.00245717994,0.00000032676,-71.66962,-37.32590
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","9","2",PB,"8302011001009","32","14",0.00371387473,0.00000088959,-71.67435,-37.32614
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","17","2",PB,"8302011001017","35","14",0.00256528088,0.00000036858,-71.66958,-37.32633
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","6","2",PB,"8302011001006","82","39",0.01012562478,0.00000560686,-71.67990,-37.32805
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","10","2",PB,"8302011001010","31","12",0.00320768364,0.00000064562,-71.67424,-37.32696
"8",REGIÓN DEL BIOBÍO,"83",BIOBÍO,"8302",ANTUCO,"1","1","11","2",PB,"8302011001011","56","20",0.00498847353,0.00000144009,-71.67408,-37.32812
