,Unnamed: 0,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area
13837,13837,13838,8,83,8301,21,1,3,23,150,8301211003023,26,13,13,0,0,18,8,0,0,14,0,13,14,13,12,2,0,0,0,0,0,3,3,6,0,1,0,1,0,11,1,0,0,0,13,0,0,0,0,11,2,0,13,0,0,0,8,83,8301,8301211003023,-72.34995,-37.4645,BIOBÍO,LOS ÁNGELES,11842
13838,13838,13839,8,83,8301,1,1,3,29,15467,8301011003029,79,37,42,7,8,48,16,0,0,33,0,31,33,32,32,0,0,0,1,0,0,1,5,24,1,0,0,0,0,31,0,0,0,0,21,4,6,0,0,21,10,0,31,0,0,0,8,83,8301,8301011003029,-72.36275,-37.46454,BIOBÍO,LOS ÁNGELES,4970
13839,13839,13840,8,83,8301,1,1,3,28,15467,8301011003028,59,26,33,4,7,36,12,0,0,25,0,22,25,22,23,0,0,1,0,0,1,3,4,14,1,0,0,10,0,12,0,0,0,0,18,1,3,0,0,17,5,0,22,0,0,0,8,83,8301,8301011003028,-72.36182,-37.46436,BIOBÍO,LOS ÁNGELES,3831
13840,13840,13841,8,83,8301,1,1,5,28,10503,8301011005028,45,17,28,4,4,32,5,0,0,20,0,16,20,16,15,0,0,1,0,0,4,0,3,11,2,0,0,0,0,16,0,0,0,0,16,0,0,0,0,14,2,0,16,0,0,0,8,83,8301,8301011005028,-72.35999,-37.46454,BIOBÍO,LOS ÁNGELES,3434
13841,13841,13842,8,83,8301,1,1,5,29,10503,8301011005029,35,13,22,0,0,23,0,0,0,13,0,13,13,13,13,0,0,0,0,0,0,0,1,11,1,0,0,0,0,13,0,0,0,0,12,0,0,1,0,11,2,0,13,0,0,0,8,83,8301,8301011005029,-72.36068,-37.46434,BIOBÍO,LOS ÁNGELES,2848
13842,13842,13843,8,83,8301,20,1,4,51,14973,8301201004051,44,23,21,7,0,29,0,0,14,14,0,12,14,12,14,0,0,0,0,0,0,1,0,4,7,0,0,1,0,11,0,0,0,0,5,0,7,0,0,3,9,0,12,0,0,0,8,83,8301,8301201004051,-72.39769,-37.46547,BIOBÍO,LOS ÁNGELES,4289
13843,13843,13844,8,83,8301,1,1,5,27,10503,8301011005027,39,15,24,4,4,23,8,0,0,15,0,12,15,12,15,0,0,0,0,0,0,0,0,11,1,0,0,0,0,12,0,0,0,0,12,0,0,0,0,11,1,0,12,0,0,0,8,83,8301,8301011005027,-72.35937,-37.4644,BIOBÍO,LOS ÁNGELES,3770
13844,13844,13845,8,83,8301,21,1,3,24,150,8301211003024,35,17,18,0,0,19,12,0,0,14,0,13,14,13,13,0,0,1,0,0,0,0,7,0,5,1,0,1,1,9,0,0,2,0,10,0,2,1,0,6,5,2,13,0,0,0,8,83,8301,8301211003024,-72.3488,-37.46452,BIOBÍO,LOS ÁNGELES,12240
13845,13845,13846,8,83,8301,20,1,6,16,9964,8301201006016,244,120,124,23,35,168,18,0,22,96,0,87,96,87,0,96,0,0,0,0,0,58,29,0,0,0,0,49,1,37,0,0,0,0,87,0,0,0,0,87,0,0,87,0,0,0,8,83,8301,8301201006016,-72.36884,-37.46476,BIOBÍO,LOS ÁNGELES,5730
13846,13846,13847,8,83,8301,20,1,4,69,14973,8301201004069,26,14,12,0,4,18,0,0,9,13,0,7,13,7,13,0,0,0,0,0,0,1,1,4,1,0,0,3,0,4,0,0,0,0,7,0,0,0,0,6,1,0,7,0,0,0,8,83,8301,8301201004069,-72.40205,-37.46558,BIOBÍO,LOS ÁNGELES,4007
13847,13847,13848,8,83,8301,21,1,4,61,271,8301211004061,16,9,7,0,0,11,0,0,0,6,0,5,6,5,6,0,0,0,0,0,0,3,1,1,0,0,0,2,0,3,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,83,8301,8301211004061,-72.34356,-37.4642,BIOBÍO,LOS ÁNGELES,4147
13848,13848,13849,8,83,8301,20,1,5,41,13362,8301201005041,130,60,70,14,15,85,16,0,15,36,0,36,36,36,34,0,0,2,0,0,0,10,15,8,3,0,0,1,0,35,0,0,0,0,30,3,1,2,0,27,9,0,34,0,0,0,8,83,8301,8301201005041,-72.37488,-37.46489,BIOBÍO,LOS ÁNGELES,4507
13849,13849,13850,8,83,8301,20,1,4,68,14973,8301201004068,47,20,27,8,5,30,4,0,7,13,0,13,13,13,10,0,0,0,3,0,0,1,3,8,1,0,0,0,0,13,0,0,0,0,11,2,0,0,0,10,3,0,13,0,0,0,8,83,8301,8301201004068,-72.40149,-37.46564,BIOBÍO,LOS ÁNGELES,4263
13850,13850,13851,8,83,8301,1,1,4,4,7941,8301011004004,257,127,130,20,27,162,48,7,17,87,0,79,87,82,86,0,0,1,0,0,0,14,31,28,5,1,0,12,0,67,0,0,0,0,72,2,4,0,0,67,11,0,79,0,0,0,8,83,8301,8301011004004,-72.35871,-37.46527,BIOBÍO,LOS ÁNGELES,28204
13851,13851,13852,8,83,8301,20,1,4,52,14973,8301201004052,26,16,10,5,0,16,0,0,0,9,0,7,9,7,8,0,0,1,0,0,0,0,1,3,3,0,0,0,0,7,0,0,0,0,5,0,1,1,0,2,5,0,7,0,0,0,8,83,8301,8301201004052,-72.39713,-37.46563,BIOBÍO,LOS ÁNGELES,3949
13852,13852,13853,8,83,8301,1,1,1,13,9263,8301011001013,53,27,26,0,0,24,18,0,0,18,0,17,18,17,17,0,0,1,0,0,0,0,3,12,2,0,0,0,0,17,0,0,0,0,17,0,0,0,0,15,2,0,17,0,0,0,8,83,8301,8301011001013,-72.36494,-37.4649,BIOBÍO,LOS ÁNGELES,3709
13853,13853,13854,8,83,8301,1,1,1,12,9263,8301011001012,58,29,29,0,0,34,15,0,11,16,0,16,16,19,16,0,0,0,0,0,0,0,5,10,1,0,0,0,0,16,0,0,0,0,16,0,0,0,0,15,1,0,16,0,0,0,8,83,8301,8301011001012,-72.36547,-37.46491,BIOBÍO,LOS ÁNGELES,4168
13854,13854,13855,8,83,8301,20,1,6,17,9964,8301201006017,305,131,174,32,38,216,19,0,26,104,0,100,104,100,10,93,0,0,1,0,0,50,48,2,0,0,0,42,9,47,0,0,2,0,99,1,0,0,0,97,1,2,100,0,0,0,8,83,8301,8301201006017,-72.37031999999998,-37.46487,BIOBÍO,LOS ÁNGELES,5300
13855,13855,13856,8,83,8301,20,1,5,43,13362,8301201005043,104,55,49,4,9,71,20,0,4,40,0,34,40,34,36,0,0,2,2,0,0,1,22,8,3,0,0,0,0,34,0,0,0,0,33,1,0,0,0,30,4,0,33,0,1,0,8,83,8301,8301201005043,-72.37315,-37.46496,BIOBÍO,LOS ÁNGELES,6030
13856,13856,13857,8,83,8301,19,1,1,24,9633,8301191001024,72,36,36,0,11,49,0,0,6,33,0,23,33,24,33,0,0,0,0,0,0,0,3,17,1,0,2,0,0,23,0,0,0,0,21,1,1,0,0,18,3,2,16,7,0,0,8,83,8301,8301191001024,-72.57887,-37.47014,BIOBÍO,LOS ÁNGELES,140117
13857,13857,13858,8,83,8301,20,1,6,12,9964,8301201006012,33,16,17,0,5,23,0,0,0,12,0,12,12,12,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,83,8301,8301201006012,-72.3673,-37.46476,BIOBÍO,LOS ÁNGELES,1779
13858,13858,13859,8,83,8301,20,1,4,65,14973,8301201004065,52,28,24,0,0,44,0,0,0,17,0,17,17,17,17,0,0,0,0,0,0,0,3,13,1,0,0,3,0,14,0,0,0,0,5,0,12,0,0,4,13,0,0,17,0,0,8,83,8301,8301201004065,-72.3998,-37.46621,BIOBÍO,LOS ÁNGELES,8105
13859,13859,13860,8,83,8301,20,1,4,53,14973,8301201004053,29,17,12,0,0,20,4,0,0,9,0,9,9,9,9,0,0,0,0,0,0,0,4,3,1,0,0,0,0,9,0,0,0,0,6,2,0,1,0,5,3,0,9,0,0,0,8,83,8301,8301201004053,-72.39656,-37.46581,BIOBÍO,LOS ÁNGELES,4400
13860,13860,13861,8,83,8301,20,1,6,18,9964,8301201006018,37,16,21,0,0,20,8,0,0,13,0,13,13,13,13,0,0,0,0,0,0,0,2,6,5,0,0,0,0,13,0,0,0,0,12,0,1,0,0,7,6,0,13,0,0,0,8,83,8301,8301201006018,-72.37123000000003,-37.46509,BIOBÍO,LOS ÁNGELES,3100
13861,13861,13862,8,83,8301,21,1,4,62,271,8301211004062,33,16,17,0,0,17,9,0,0,12,0,11,12,11,11,0,0,0,0,0,1,4,6,0,1,0,0,8,0,2,0,0,0,0,11,0,0,0,0,9,1,0,11,0,0,0,8,83,8301,8301211004062,-72.34451,-37.46446,BIOBÍO,LOS ÁNGELES,3112
13862,13862,13863,8,83,8301,1,1,5,30,10503,8301011005030,53,27,26,0,0,33,12,0,4,21,0,20,21,20,21,0,0,0,0,0,0,0,1,15,4,0,0,1,0,18,0,0,1,0,18,2,0,0,0,14,5,1,19,0,0,0,8,83,8301,8301011005030,-72.36067,-37.46486,BIOBÍO,LOS ÁNGELES,4635
13863,13863,13864,8,83,8301,1,1,3,30,15467,8301011003030,51,24,27,0,0,33,10,0,0,21,0,20,21,20,21,0,0,0,0,0,0,1,7,7,5,0,0,4,1,14,0,0,0,0,18,0,1,1,0,12,7,0,20,0,0,0,8,83,8301,8301011003030,-72.36206,-37.46495,BIOBÍO,LOS ÁNGELES,3721
13864,13864,13865,8,83,8301,1,1,3,31,15467,8301011003031,46,22,24,0,0,33,7,0,0,19,0,17,19,17,19,0,0,0,0,0,0,0,3,13,1,0,0,0,0,17,0,0,0,0,17,0,0,0,0,16,1,0,17,0,0,0,8,83,8301,8301011003031,-72.3615,-37.46494000000001,BIOBÍO,LOS ÁNGELES,3321
13865,13865,13866,8,83,8301,20,1,4,64,14973,8301201004064,33,12,21,0,7,19,0,0,0,14,0,8,14,8,12,0,0,0,2,0,0,0,2,6,0,0,0,0,0,8,0,0,0,0,6,1,1,0,0,6,2,0,0,8,0,0,8,83,8301,8301201004064,-72.3992,-37.46626,BIOBÍO,LOS ÁNGELES,7857
13866,13866,13867,8,83,8301,20,1,5,42,13362,8301201005042,102,55,47,8,8,73,13,0,0,31,0,30,31,30,29,0,1,1,0,0,0,4,8,14,2,0,0,1,0,27,0,0,0,0,25,1,2,0,0,23,5,0,30,0,0,0,8,83,8301,8301201005042,-72.37471,-37.46527,BIOBÍO,LOS ÁNGELES,4549
13867,13867,13868,8,83,8301,20,1,4,54,14973,8301201004054,24,9,15,0,6,14,0,0,7,7,0,7,7,7,7,0,0,0,0,0,0,0,2,2,3,0,0,0,0,7,0,0,0,0,7,0,0,0,0,4,3,0,7,0,0,0,8,83,8301,8301201004054,-72.39598000000002,-37.46597,BIOBÍO,LOS ÁNGELES,4231
13868,13868,13869,8,83,8301,21,1,4,68,271,8301211004068,69,29,40,4,7,35,23,0,0,36,0,30,36,30,35,0,0,0,0,0,1,0,28,1,1,0,0,3,0,27,0,0,0,0,29,0,1,0,0,28,2,0,30,0,0,0,8,83,8301,8301211004068,-72.3473,-37.46509,BIOBÍO,LOS ÁNGELES,16982
13869,13869,13870,8,83,8301,20,1,5,500,13362,8301201005500,97,54,43,6,11,64,16,0,0,31,0,29,31,29,26,0,0,1,4,0,0,3,7,15,4,0,0,0,0,29,0,0,0,0,29,0,0,0,0,25,4,0,28,0,0,1,8,83,8301,8301201005500,-72.3727,-37.46571,BIOBÍO,LOS ÁNGELES,11491
13870,13870,13871,8,83,8301,20,1,6,14,9964,8301201006014,77,34,43,5,10,49,13,0,0,22,0,22,22,22,21,0,0,0,0,0,1,4,0,13,4,0,1,0,0,21,0,0,1,0,21,0,1,0,0,16,5,1,22,0,0,0,8,83,8301,8301201006014,-72.36743,-37.46517,BIOBÍO,LOS ÁNGELES,4107
13871,13871,13872,8,83,8301,21,1,4,66,271,8301211004066,16,8,8,0,0,8,8,0,0,10,0,9,10,9,8,0,0,2,0,0,0,7,2,0,0,0,0,2,0,7,0,0,0,0,6,2,1,0,0,6,3,0,9,0,0,0,8,83,8301,8301211004066,-72.3453,-37.46505,BIOBÍO,LOS ÁNGELES,10375
13872,13872,13873,8,83,8301,2,1,4,3,6343,8301021004003,51,25,26,0,0,34,14,0,0,15,0,15,15,15,15,0,0,0,0,0,0,9,6,0,0,0,0,4,0,11,0,0,0,0,14,0,0,0,0,14,0,0,15,0,0,0,8,83,8301,8301021004003,-72.33995999999998,-37.46513,BIOBÍO,LOS ÁNGELES,13046
13873,13873,13874,8,83,8301,20,1,4,83,14973,8301201004083,32,16,16,0,0,27,0,0,0,9,0,8,9,8,9,0,0,0,0,0,0,0,4,3,1,0,0,1,0,7,0,0,0,0,8,0,0,0,0,7,1,0,8,0,0,0,8,83,8301,8301201004083,-72.40383,-37.46621,BIOBÍO,LOS ÁNGELES,3575
13874,13874,13875,8,83,8301,20,1,6,21,9964,8301201006021,158,71,87,13,25,104,16,0,10,60,0,57,60,57,20,40,0,0,0,0,0,21,36,0,0,0,0,11,14,32,0,0,0,0,56,0,0,1,0,56,1,0,57,0,0,0,8,83,8301,8301201006021,-72.37007,-37.4654,BIOBÍO,LOS ÁNGELES,6226
13875,13875,13876,8,83,8301,20,1,5,44,13362,8301201005044,120,63,57,12,14,71,23,0,17,36,0,34,36,34,36,0,0,0,0,0,0,1,6,20,7,0,0,0,0,34,0,0,0,0,30,0,2,1,0,23,10,0,34,0,0,0,8,83,8301,8301201005044,-72.37325,-37.46541,BIOBÍO,LOS ÁNGELES,4942
13876,13876,13877,8,83,8301,20,1,4,55,14973,8301201004055,33,18,15,0,0,23,7,0,8,13,0,13,13,13,12,0,0,0,0,0,1,1,5,6,1,0,0,2,0,11,0,0,0,0,10,0,3,0,0,9,4,0,13,0,0,0,8,83,8301,8301201004055,-72.39542,-37.46613,BIOBÍO,LOS ÁNGELES,4117
13877,13877,13878,8,83,8301,20,1,6,15,9964,8301201006015,148,70,78,12,18,91,27,0,13,54,0,50,54,50,22,31,0,1,0,0,0,27,22,1,0,0,0,14,1,35,0,0,0,0,46,1,3,0,0,46,4,0,50,0,0,0,8,83,8301,8301201006015,-72.36884,-37.46532,BIOBÍO,LOS ÁNGELES,5032
13878,13878,13879,8,83,8301,1,1,1,11,9263,8301011001011,86,47,39,8,17,45,16,0,12,25,0,24,25,24,22,0,0,3,0,0,0,2,7,12,3,0,0,6,1,17,0,0,0,0,4,2,14,4,0,3,21,0,24,0,0,0,8,83,8301,8301011001011,-72.36624,-37.46519,BIOBÍO,LOS ÁNGELES,3865
13879,13879,13880,8,83,8301,1,1,1,15,9263,8301011001015,55,32,23,4,11,33,7,0,5,21,0,20,21,20,21,0,0,0,0,0,0,0,1,18,1,0,0,0,0,20,0,0,0,0,11,0,9,0,0,10,10,0,20,0,0,0,8,83,8301,8301011001015,-72.36411,-37.46516,BIOBÍO,LOS ÁNGELES,3563
13880,13880,13881,8,83,8301,20,1,4,84,14973,8301201004084,18,9,9,0,0,12,0,0,0,6,0,5,6,5,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,83,8301,8301201004084,-72.40328000000002,-37.46627,BIOBÍO,LOS ÁNGELES,3797
13881,13881,13882,8,83,8301,2,1,4,4,6343,8301021004004,61,29,32,5,5,35,16,0,0,19,0,18,19,19,19,0,0,0,0,0,0,1,16,1,0,0,0,7,0,11,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,8,83,8301,8301021004004,-72.34095,-37.46525,BIOBÍO,LOS ÁNGELES,11644
13882,13882,13883,8,83,8301,2,1,2,1,12067,8301021002001,153,82,71,11,17,111,14,0,6,53,0,51,53,51,50,0,0,0,2,0,1,19,19,11,2,0,0,1,0,50,0,0,0,0,49,0,1,0,1,48,2,1,50,0,0,1,8,83,8301,8301021002001,-72.34416999999998,-37.46566,BIOBÍO,LOS ÁNGELES,12024
13883,13883,13884,8,83,8301,21,1,4,65,271,8301211004065,23,8,15,0,0,14,0,0,0,9,0,9,9,9,9,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,8,83,8301,8301211004065,-72.34611,-37.46496,BIOBÍO,LOS ÁNGELES,2208
13884,13884,13885,8,83,8301,20,1,4,56,14973,8301201004056,39,18,21,0,6,24,0,0,4,10,0,10,10,10,10,0,0,0,0,0,0,4,0,6,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,8,0,0,10,0,0,0,8,83,8301,8301201004056,-72.39484,-37.46623,BIOBÍO,LOS ÁNGELES,4555
13885,13885,13886,8,83,8301,20,1,4,85,14973,8301201004085,32,15,17,0,0,24,0,0,0,10,0,10,10,10,10,0,0,0,0,0,0,0,4,3,2,0,1,0,0,10,0,0,0,0,6,0,2,2,0,4,5,1,10,0,0,0,8,83,8301,8301201004085,-72.4026,-37.46635,BIOBÍO,LOS ÁNGELES,3756
13886,13886,13887,8,83,8301,20,1,5,45,13362,8301201005045,94,51,43,0,0,58,19,0,8,40,0,33,40,34,38,0,0,0,2,0,0,4,15,12,2,0,0,1,0,32,0,0,0,0,30,3,0,0,0,29,4,0,33,0,0,0,8,83,8301,8301201005045,-72.37456999999998,-37.46567,BIOBÍO,LOS ÁNGELES,4610
13887,13887,13888,8,83,8301,20,1,4,86,14973,8301201004086,39,21,18,0,7,25,0,0,0,12,0,12,12,12,11,0,0,0,1,0,0,0,3,9,0,0,0,1,0,11,0,0,0,0,8,0,0,3,0,8,3,0,11,0,0,0,8,83,8301,8301201004086,-72.40205,-37.46641,BIOBÍO,LOS ÁNGELES,3518
13888,13888,13889,8,83,8301,1,1,4,2,7941,8301011004002,150,87,63,8,18,91,33,0,0,54,0,49,54,49,44,6,0,4,0,0,0,14,16,17,2,0,0,11,0,37,0,0,0,0,42,0,6,1,0,39,9,0,49,0,0,0,8,83,8301,8301011004002,-72.3601,-37.46598,BIOBÍO,LOS ÁNGELES,12378
13889,13889,13890,8,83,8301,20,1,3,67,14768,8301201003067,448,225,223,28,71,314,35,0,41,132,0,127,132,128,130,0,0,1,1,0,0,3,16,100,8,0,0,0,0,125,0,0,0,0,102,13,6,5,0,96,28,0,127,0,0,0,8,83,8301,8301201003067,-72.37675,-37.46618,BIOBÍO,LOS ÁNGELES,12366
13890,13890,13891,8,83,8301,20,1,4,60,14973,8301201004060,45,22,23,0,10,32,0,0,0,11,0,11,11,11,10,0,0,0,1,0,0,1,5,4,0,0,1,1,0,9,0,0,1,0,11,0,0,0,0,10,0,1,11,0,0,0,8,83,8301,8301201004060,-72.39763,-37.46652,BIOBÍO,LOS ÁNGELES,4707
13891,13891,13892,8,83,8301,20,1,6,20,9964,8301201006020,36,17,19,0,7,21,0,0,0,13,0,12,13,12,13,0,0,0,0,0,0,0,0,11,1,0,0,4,0,8,0,0,0,0,12,0,0,0,0,11,1,0,12,0,0,0,8,83,8301,8301201006020,-72.37100000000001,-37.46563,BIOBÍO,LOS ÁNGELES,3027
13892,13892,13893,8,83,8301,2,1,4,5,6343,8301021004005,89,44,45,9,7,66,7,0,7,41,0,33,41,34,41,0,0,0,0,0,0,4,28,1,0,0,0,0,0,31,2,0,0,0,33,0,0,0,0,31,2,0,33,0,0,0,8,83,8301,8301021004005,-72.34179,-37.46544,BIOBÍO,LOS ÁNGELES,8844
13893,13893,13894,8,83,8301,20,1,4,87,14973,8301201004087,29,16,13,0,4,20,0,0,0,9,0,9,9,9,8,0,0,0,1,0,0,0,4,5,0,0,0,0,0,9,0,0,0,0,8,0,0,1,0,8,1,0,9,0,0,0,8,83,8301,8301201004087,-72.40149,-37.46647,BIOBÍO,LOS ÁNGELES,3732
13894,13894,13895,8,83,8301,20,1,4,62,14973,8301201004062,27,11,16,0,6,15,0,0,7,11,0,8,11,8,8,0,0,0,3,0,0,0,2,4,2,0,0,0,0,8,0,0,0,0,6,2,0,0,0,4,4,0,0,8,0,0,8,83,8301,8301201004062,-72.3984,-37.46628,BIOBÍO,LOS ÁNGELES,3751
13895,13895,13896,8,83,8301,20,1,4,88,14973,8301201004088,24,17,7,0,0,17,0,0,0,7,0,7,7,7,7,0,0,0,0,0,0,1,3,2,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,1,0,0,7,0,0,8,83,8301,8301201004088,-72.40092,-37.46652,BIOBÍO,LOS ÁNGELES,3437
13896,13896,13897,8,83,8301,20,1,6,26,9964,8301201006026,160,72,88,16,28,111,5,0,20,47,0,45,47,45,47,0,0,0,0,0,0,3,41,0,1,0,0,0,0,45,0,0,0,0,45,0,0,0,0,44,1,0,45,0,0,0,8,83,8301,8301201006026,-72.36836,-37.4665,BIOBÍO,LOS ÁNGELES,43970
13897,13897,13898,8,83,8301,1,1,4,18,7941,8301011004018,146,60,86,13,8,104,21,0,7,81,0,71,81,71,7,74,0,0,0,0,0,44,27,0,0,0,0,30,2,39,0,0,0,0,70,0,0,0,0,70,0,0,71,0,0,0,8,83,8301,8301011004018,-72.35439000000002,-37.4657,BIOBÍO,LOS ÁNGELES,15344
13898,13898,13899,8,83,8301,20,1,4,89,14973,8301201004089,26,7,19,0,7,17,0,0,4,10,0,8,10,8,10,0,0,0,0,0,0,0,2,6,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,8,83,8301,8301201004089,-72.40037,-37.46657,BIOBÍO,LOS ÁNGELES,3717
13899,13899,13900,8,83,8301,1,1,1,20,9263,8301011001020,72,36,36,9,7,48,8,0,4,20,0,20,20,22,19,0,0,0,1,0,0,0,1,14,5,0,0,0,0,20,0,0,0,0,16,0,4,0,0,11,9,0,20,0,0,0,8,83,8301,8301011001020,-72.36618,-37.46561,BIOBÍO,LOS ÁNGELES,3892
13900,13900,13901,8,83,8301,1,1,4,8,7941,8301011004008,45,21,24,0,0,28,12,0,5,24,0,19,24,20,20,0,0,1,0,0,3,4,6,8,1,0,0,8,0,11,0,0,0,0,18,0,1,0,0,17,2,0,19,0,0,0,8,83,8301,8301011004008,-72.35734000000002,-37.46587,BIOBÍO,LOS ÁNGELES,12135
13901,13901,13902,8,83,8301,1,1,1,19,9263,8301011001019,41,20,21,0,0,23,10,0,0,18,0,17,18,17,18,0,0,0,0,0,0,2,0,13,2,0,0,0,0,17,0,0,0,0,17,0,0,0,0,15,2,0,17,0,0,0,8,83,8301,8301011001019,-72.36532,-37.46582,BIOBÍO,LOS ÁNGELES,3940
13902,13902,13903,8,83,8301,1,1,4,19,7941,8301011004019,41,19,22,0,0,30,7,0,0,16,1,10,17,13,16,0,0,0,0,0,0,1,4,5,0,0,0,5,0,5,0,0,0,0,9,0,0,1,0,9,1,0,10,0,0,0,8,83,8301,8301011004019,-72.35282,-37.4657,BIOBÍO,LOS ÁNGELES,16987
13903,13903,13904,8,83,8301,1,1,1,18,9263,8301011001018,57,28,29,6,5,41,5,0,0,22,0,20,22,20,22,0,0,0,0,0,0,0,2,18,0,0,0,10,0,10,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,8,83,8301,8301011001018,-72.36478000000002,-37.46581,BIOBÍO,LOS ÁNGELES,3502
13904,13904,13905,8,83,8301,1,1,1,16,9263,8301011001016,38,20,18,0,0,22,7,0,0,16,0,14,16,14,16,0,0,0,0,0,0,1,2,11,0,0,0,0,0,14,0,0,0,0,13,1,0,0,0,13,1,0,14,0,0,0,8,83,8301,8301011001016,-72.36402,-37.46557,BIOBÍO,LOS ÁNGELES,3689
13905,13905,13906,8,83,8301,2,1,4,6,6343,8301021004006,49,24,25,8,0,34,0,4,0,17,0,15,17,16,17,0,0,0,0,0,0,4,10,1,0,0,0,3,0,11,0,0,1,0,14,0,1,0,0,13,1,1,15,0,0,0,8,83,8301,8301021004006,-72.34281999999997,-37.4651,BIOBÍO,LOS ÁNGELES,1788
13906,13906,13907,8,83,8301,1,1,1,26,9263,8301011001026,266,139,127,14,33,184,35,0,13,92,0,86,92,89,82,0,0,5,3,0,2,11,15,45,15,0,0,6,0,79,1,0,0,0,77,3,5,1,0,62,24,0,86,0,0,0,8,83,8301,8301011001026,-72.36284,-37.46617,BIOBÍO,LOS ÁNGELES,15696
13907,13907,13908,8,83,8301,20,1,4,59,14973,8301201004059,34,17,17,0,0,24,0,0,0,11,0,10,11,10,10,0,0,0,1,0,0,3,4,2,1,0,0,0,0,10,0,0,0,0,1,4,5,0,0,1,9,0,9,0,0,0,8,83,8301,8301201004059,-72.39709,-37.46661,BIOBÍO,LOS ÁNGELES,3987
13908,13908,13909,8,83,8301,1,1,1,27,9263,8301011001027,64,34,30,4,6,40,14,0,6,29,0,26,29,26,19,0,0,2,7,0,1,1,5,13,7,0,0,0,0,26,0,0,0,0,19,2,5,0,0,14,12,0,26,0,0,0,8,83,8301,8301011001027,-72.36178000000002,-37.46555,BIOBÍO,LOS ÁNGELES,4086
13909,13909,13910,8,83,8301,1,1,4,20,7941,8301011004020,41,19,22,0,0,30,5,0,0,29,0,22,29,22,7,22,0,0,0,0,0,16,2,2,1,0,0,4,2,16,0,0,0,0,22,0,0,0,0,20,1,0,22,0,0,0,8,83,8301,8301011004020,-72.35129,-37.4657,BIOBÍO,LOS ÁNGELES,14778
13910,13910,13911,8,83,8301,20,1,3,66,14768,8301201003066,194,90,104,19,26,136,13,0,20,74,0,66,74,66,26,48,0,0,0,0,0,15,32,17,2,0,0,2,0,64,0,0,0,0,64,2,0,0,0,62,4,0,66,0,0,0,8,83,8301,8301201003066,-72.37768,-37.46639,BIOBÍO,LOS ÁNGELES,7876
13911,13911,13912,8,83,8301,1,1,4,22,7941,8301011004022,37,17,20,0,0,30,0,5,0,15,1,11,16,11,12,0,0,0,2,0,1,7,0,4,0,0,0,7,1,2,0,0,0,0,9,0,1,0,0,9,0,0,11,0,0,0,8,83,8301,8301011004022,-72.34881,-37.4657,BIOBÍO,LOS ÁNGELES,13295
13912,13912,13913,8,83,8301,20,1,6,25,9964,8301201006025,36,17,19,0,0,17,0,0,0,16,0,13,16,13,16,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,13,0,12,0,0,0,8,83,8301,8301201006025,-72.36891,-37.46602,BIOBÍO,LOS ÁNGELES,4075
13913,13913,13914,8,83,8301,20,1,5,46,13362,8301201005046,99,54,45,0,0,67,19,0,5,37,0,36,37,36,33,0,0,2,2,0,0,5,11,19,1,0,0,6,0,30,0,0,0,0,33,2,1,0,0,32,4,0,36,0,0,0,8,83,8301,8301201005046,-72.37437,-37.46611,BIOBÍO,LOS ÁNGELES,5882
13914,13914,13915,8,83,8301,20,1,4,58,14973,8301201004058,21,10,11,0,0,14,0,0,0,8,0,8,8,8,8,0,0,0,0,0,0,1,3,3,1,0,0,0,0,8,0,0,0,0,8,0,0,0,0,7,1,0,8,0,0,0,8,83,8301,8301201004058,-72.39653,-37.46668,BIOBÍO,LOS ÁNGELES,3526
