,Unnamed: 0,Unnamed: 0.1,index,REGION,PROVINCIA,COMUNA,DC,AREA,ZC_LOC,MZ_ENT,ID_ZONA_LOC,ID_MANZENT,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,PUEBLO,VIV_PART,VIV_COL,VPOMP,TOTAL_VIV,CANT_HOG,P01_1,P01_2,P01_3,P01_4,P01_5,P01_6,P01_7,P03A_1,P03A_2,P03A_3,P03A_4,P03A_5,P03A_6,P03B_1,P03B_2,P03B_3,P03B_4,P03B_5,P03B_6,P03B_7,P03C_1,P03C_2,P03C_3,P03C_4,P03C_5,MATACEP,MATREC,MATIRREC,P05_1,P05_2,P05_3,P05_4,REGION_15R,PROVINCIA_15R,COMUNA_15R,ID_MANZENT_15R,Coordenada X,Coordenada Y,Provincia Nombre,Comuna Nombre,Area,Factor_Riesgo_Manzana
3678,3678,3678,3679,8,81,8101,1,1,1,901,13946,8101011001901,87,63,24,0,0,72,11,0,6,21,2,10,23,10,1,20,0,0,0,0,0,9,1,0,0,0,0,1,5,3,0,0,0,0,10,0,0,0,0,9,0,0,10,0,0,0,8,81,8101,8101011001901,-73.05081,-36.82692,CONCEPCIÓN,CONCEPCIÓN,41004,2.2004243488440154
3679,3679,3679,3680,8,81,8101,2,1,1,901,2202,8101021001901,18,9,9,0,0,10,0,0,0,7,0,5,7,7,6,1,0,0,0,0,0,2,3,0,0,0,0,1,2,2,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,81,8101,8101021001901,-73.04773,-36.83093,CONCEPCIÓN,CONCEPCIÓN,30409,0.00011838600414351013
3680,3680,3680,3681,8,81,8101,4,1,1,901,8138,8101041001901,79,65,14,0,0,70,9,14,11,10,6,6,16,6,1,9,0,0,0,0,0,6,0,0,0,0,0,1,4,1,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,8,81,8101,8101041001901,-73.05292,-36.82862,CONCEPCIÓN,CONCEPCIÓN,41879,3.2003772773943986
3681,3681,3681,3682,8,81,8101,5,1,1,901,7388,8101051001901,128,70,58,12,17,90,9,5,17,49,0,47,49,50,46,0,0,0,3,0,0,5,1,33,6,0,2,2,0,43,0,0,2,0,46,1,0,0,0,38,7,2,47,0,0,0,8,81,8101,8101051001901,-73.06875,-36.82543,CONCEPCIÓN,CONCEPCIÓN,11401,5.402245417068679
3682,3682,3682,3683,8,81,8101,5,1,2,901,522,8101051002901,144,79,65,11,11,106,16,0,22,52,1,48,53,48,50,0,0,2,0,0,0,2,15,18,12,0,1,3,0,44,0,0,1,0,45,1,1,1,0,33,13,2,48,0,0,0,8,81,8101,8101051002901,-73.06404,-36.82608,CONCEPCIÓN,CONCEPCIÓN,49532,5.600581442299928
3683,3683,3683,3684,8,81,8101,6,1,1,901,3378,8101061001901,72,31,41,4,5,43,20,0,19,32,0,29,32,30,31,0,0,0,0,0,1,7,11,8,1,2,0,7,0,22,0,0,0,0,26,1,1,0,0,23,5,0,29,0,0,0,8,81,8101,8101061001901,-73.05915,-36.82429000000001,CONCEPCIÓN,CONCEPCIÓN,26491,4.8005435808387755
3684,3684,3684,3685,8,81,8101,7,1,1,901,8402,8101071001901,80,35,45,0,0,59,16,0,0,35,0,26,35,30,35,0,0,0,0,0,0,3,17,6,0,0,0,0,0,26,0,0,0,0,24,1,1,0,0,24,2,0,26,0,0,0,8,81,8101,8101071001901,-73.06156,-36.82014,CONCEPCIÓN,CONCEPCIÓN,11387,3.2014051110915958
3685,3685,3685,3686,8,81,8101,9,1,1,901,11000,8101091001901,72,36,36,0,0,43,20,0,22,23,0,23,23,23,23,0,0,0,0,0,0,4,18,0,1,0,0,15,0,8,0,0,0,0,23,0,0,0,0,22,1,0,23,0,0,0,8,81,8101,8101091001901,-73.06872,-36.8123,CONCEPCIÓN,CONCEPCIÓN,5926,4.002429969625379
3686,3686,3686,3687,8,81,8101,10,1,1,901,6126,8101101001901,306,147,159,19,39,230,18,6,4,111,2,98,113,100,84,24,0,1,0,0,2,69,29,0,0,0,0,75,21,2,0,0,0,0,98,0,0,0,0,98,0,0,98,0,0,0,8,81,8101,8101101001901,-73.06321,-36.79973,CONCEPCIÓN,CONCEPCIÓN,434557,8.000140833078284
3687,3687,3687,3688,8,81,8101,10,1,2,901,2096,8101101002901,96,46,50,8,4,51,33,0,7,50,0,43,50,43,1,49,0,0,0,0,0,28,15,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,43,0,0,43,0,0,0,8,81,8101,8101101002901,-73.0631,-36.81268,CONCEPCIÓN,CONCEPCIÓN,18717,8.201025805417535
3688,3688,3688,3689,8,81,8101,11,1,1,901,1763,8101111001901,91,41,50,4,8,58,21,0,6,33,0,31,33,32,31,2,0,0,0,0,0,2,16,10,2,0,0,2,0,28,0,0,0,0,28,0,0,0,0,26,2,0,29,0,0,0,8,81,8101,8101111001901,-73.05631,-36.8183,CONCEPCIÓN,CONCEPCIÓN,20023,5.000908954702092
3689,3689,3689,3690,8,81,8101,15,1,2,901,6766,8101151002901,16,0,0,0,0,11,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,1,2,1,0,0,4,0,4,0,0,0,8,81,8101,8101151002901,-73.03998,-36.80487,CONCEPCIÓN,CONCEPCIÓN,5674,0.0005639760310186818
3690,3690,3690,3691,8,81,8101,15,1,3,901,13835,8101151003901,55,29,26,6,0,43,0,0,6,18,0,18,18,20,17,0,0,1,0,0,0,1,9,7,1,0,0,0,0,18,0,0,0,0,17,1,0,0,0,16,2,0,17,0,0,0,8,81,8101,8101151003901,-73.04623000000002,-36.80679,CONCEPCIÓN,CONCEPCIÓN,4823,1.2022807381297949
3691,3691,3691,3692,8,81,8101,15,1,4,901,15930,8101151004901,19,8,11,0,0,15,0,0,6,6,0,6,6,6,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,8,81,8101,8101151004901,-73.05369,-36.80621,CONCEPCIÓN,CONCEPCIÓN,11958,0.0003177788927914367
3692,3692,3692,3693,8,81,8101,15,1,5,901,592,8101151005901,101,48,53,10,11,68,12,0,11,31,0,30,31,33,31,0,0,0,0,0,0,3,14,8,4,0,0,2,0,27,0,0,0,0,29,0,0,1,0,24,5,0,29,0,0,0,8,81,8101,8101151005901,-73.04342,-36.809309999999996,CONCEPCIÓN,CONCEPCIÓN,6079,4.403322914953117
3693,3693,3693,3694,8,81,8101,16,1,4,901,12206,8101161004901,25,10,15,0,0,17,0,0,0,9,0,8,9,9,9,0,0,0,0,0,0,1,6,1,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8101,8101161004901,-73.04564,-36.786120000000004,CONCEPCIÓN,CONCEPCIÓN,5406,0.0009248982611912691
3694,3694,3694,3695,8,81,8101,16,1,5,901,13855,8101161005901,26,10,16,0,0,18,4,0,4,10,0,8,10,8,10,0,0,0,0,0,0,4,1,3,0,0,0,1,0,7,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8101,8101161005901,-73.03415,-36.79618,CONCEPCIÓN,CONCEPCIÓN,4592,0.8011324041811847
3695,3695,3695,3696,8,81,8101,16,1,6,901,11354,8101161006901,49,23,26,0,6,35,0,0,0,14,0,11,14,11,13,0,0,0,1,0,0,2,8,0,1,0,0,8,0,2,0,0,0,0,10,0,1,0,0,8,2,0,11,0,0,0,8,81,8101,8101161006901,-73.04756,-36.7951,CONCEPCIÓN,CONCEPCIÓN,14440,0.10067867036011081
3696,3696,3696,3697,8,81,8101,16,1,10,901,12405,8101161010901,91,40,51,4,9,69,9,0,0,24,0,22,24,22,24,0,0,0,0,0,0,19,2,0,0,0,0,20,0,1,0,0,0,0,20,0,0,0,0,20,0,0,22,0,0,0,8,81,8101,8101161010901,-73.05400999999998,-36.7903,CONCEPCIÓN,CONCEPCIÓN,11253,2.601617346485382
3697,3697,3697,3698,8,81,8101,16,1,11,901,15370,8101161011901,85,42,43,5,10,51,19,0,0,35,0,29,35,29,34,0,0,1,0,0,0,2,16,10,0,0,0,2,0,27,0,0,0,0,23,2,4,0,0,22,6,0,29,0,0,0,8,81,8101,8101161011901,-73.03585,-36.79465,CONCEPCIÓN,CONCEPCIÓN,5104,4.803330721003135
3698,3698,3698,3699,8,81,8101,17,1,2,901,9922,8101171002901,14,8,6,0,0,0,0,0,0,7,0,4,7,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,81,8101,8101171002901,-73.04021,-36.810790000000004,CONCEPCIÓN,CONCEPCIÓN,1771,0.0015810276679841897
3699,3699,3699,3700,8,81,8101,21,1,1,901,7729,8101211001901,168,72,96,4,5,121,38,5,4,96,0,82,96,84,7,89,0,0,0,0,0,74,8,0,0,0,0,33,32,15,0,0,1,0,82,0,0,0,0,80,0,1,81,0,0,0,8,81,8101,8101211001901,-73.03589000000002,-36.82051,CONCEPCIÓN,CONCEPCIÓN,14351,9.002341300257822
3700,3700,3700,3701,8,81,8101,23,1,1,901,6884,8101231001901,22,9,13,0,0,18,4,0,0,9,0,9,9,9,8,0,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,0,1,8,0,0,0,1,8,0,1,8,0,0,1,8,81,8101,8101231001901,-73.02166,-36.81351,CONCEPCIÓN,CONCEPCIÓN,96818,0.9000454460947345
3701,3701,3701,3702,8,81,8101,25,1,1,901,14266,8101251001901,16,8,8,0,0,11,0,0,0,24,0,4,24,4,24,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,8,81,8101,8101251001901,-73.00078,-36.8183,CONCEPCIÓN,CONCEPCIÓN,10076,0.00031758634378721714
3702,3702,3702,3703,8,81,8101,25,1,5,901,12684,8101251005901,96,44,52,6,20,64,6,0,14,27,0,26,27,26,24,0,0,1,0,0,2,0,7,17,2,0,0,0,0,26,0,0,0,0,14,5,6,1,0,13,13,0,26,0,0,0,8,81,8101,8101251005901,-73.00662,-36.83145,CONCEPCIÓN,CONCEPCIÓN,26457,2.4007257058623432
3703,3703,3703,3704,8,81,8101,26,1,2,901,11567,8101261002901,17,9,8,0,0,12,0,0,0,5,0,5,5,5,5,0,0,0,0,0,0,0,2,3,0,0,0,3,0,2,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,8,81,8101,8101261002901,-73.05606999999998,-36.8372,CONCEPCIÓN,CONCEPCIÓN,5423,0.0006269592476489029
3704,3704,3704,3705,8,81,8101,27,1,1,901,14856,8101271001901,12,7,5,0,0,6,0,0,4,7,0,6,7,6,7,0,0,0,0,0,0,0,1,2,3,0,0,1,0,4,0,0,1,0,3,0,3,0,0,2,3,1,6,0,0,0,8,81,8101,8101271001901,-73.06541999999997,-36.83103,CONCEPCIÓN,CONCEPCIÓN,17542,0.10013681450233726
3705,3705,3705,3706,8,81,8101,28,1,1,901,9240,8101281001901,20,9,11,0,0,16,0,0,0,5,0,4,5,4,4,0,0,0,1,0,0,0,3,0,0,0,1,2,1,1,0,0,0,0,4,0,0,0,0,3,0,1,4,0,0,0,8,81,8101,8101281001901,-73.02289,-36.797309999999996,CONCEPCIÓN,CONCEPCIÓN,79436,0.20005035500276952
3706,3706,3706,3707,8,81,8101,28,1,2,901,7550,8101281002901,25,12,13,4,6,15,0,0,0,9,0,8,9,8,9,0,0,0,0,0,0,0,2,5,0,0,1,2,0,2,0,0,4,0,7,1,0,0,0,3,1,4,8,0,0,0,8,81,8101,8101281002901,-73.02698000000002,-36.80093,CONCEPCIÓN,CONCEPCIÓN,5686,1.300879352796342
3707,3707,3707,3708,8,81,8101,32,1,1,901,10639,8101321001901,48,19,29,0,0,34,0,0,4,14,0,12,14,27,14,0,0,0,0,0,0,0,11,0,1,0,0,2,0,10,0,0,0,0,12,0,0,0,0,11,1,0,12,0,0,0,8,81,8101,8101321001901,-73.03066,-36.82569,CONCEPCIÓN,CONCEPCIÓN,23404,0.0004101862929413776
3708,3708,3708,3709,8,81,8101,32,1,2,901,6665,8101321002901,1687,812,875,80,143,1132,332,5,132,568,0,537,568,569,554,0,0,4,3,0,7,148,299,75,12,0,2,54,1,478,0,0,1,0,515,5,10,1,1,503,27,2,523,11,1,0,8,81,8101,8101321002901,-73.02324,-36.82698,CONCEPCIÓN,CONCEPCIÓN,338038,83.50099811263823
3709,3709,3709,3710,8,81,8101,32,1,4,901,939,8101321004901,32,15,17,0,0,22,5,0,0,9,0,9,9,9,9,0,0,0,0,0,0,1,4,3,1,0,0,2,0,7,0,0,0,0,8,0,1,0,0,7,2,0,9,0,0,0,8,81,8101,8101321004901,-73.00496,-36.8342,CONCEPCIÓN,CONCEPCIÓN,12093,1.0005292317869843
3710,3710,3710,3711,8,81,8101,32,1,5,901,13107,8101321005901,46,19,27,0,0,38,0,0,0,15,0,15,15,15,15,0,0,0,0,0,0,3,11,1,0,0,0,2,0,12,1,0,0,0,6,0,9,0,0,5,10,0,15,0,0,0,8,81,8101,8101321005901,-73.01122,-36.8262,CONCEPCIÓN,CONCEPCIÓN,2983,0.0030841434797184045
3711,3711,3711,3712,8,81,8102,11,1,13,6,10563,8102111013006,12,6,6,0,0,7,0,0,0,4,0,4,4,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,1,0,0,4,0,0,8,81,8102,8102111013006,-73.15134,-36.9488,CONCEPCIÓN,CORONEL,24731,9.704419554405403e-05
3712,3712,3712,3713,8,81,8102,11,1,12,3,14610,8102111012003,271,136,135,20,25,187,39,0,14,95,0,84,95,85,95,0,0,0,0,0,0,6,16,51,10,0,0,9,0,73,0,0,1,0,76,1,3,2,0,66,15,1,69,11,0,3,8,81,8102,8102111012003,-73.14016,-36.960609999999996,CONCEPCIÓN,CORONEL,685965,11.90007901277762
3713,3713,3713,3714,8,81,8102,11,1,13,18,10563,8102111013018,31,15,16,0,4,23,0,0,6,10,0,10,10,10,10,0,0,0,0,0,0,0,9,1,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,81,8102,8102111013018,-73.14851999999998,-36.95699000000001,CONCEPCIÓN,CORONEL,3930,0.0015776081424936387
3714,3714,3714,3715,8,81,8102,11,1,12,4,14610,8102111012004,162,75,87,18,14,115,15,0,24,45,0,43,45,43,45,0,0,0,0,0,0,6,4,18,12,0,3,11,0,30,0,0,2,0,42,0,0,1,0,27,12,4,32,11,0,0,8,81,8102,8102111012004,-73.13962,-36.96312,CONCEPCIÓN,CORONEL,78286,7.100413867102675
3715,3715,3715,3716,8,81,8102,11,1,12,12,14610,8102111012012,103,55,48,11,17,69,6,0,21,36,0,31,36,31,36,0,0,0,0,0,0,2,29,0,0,0,0,2,0,29,0,0,0,0,31,0,0,0,0,31,0,0,31,0,0,0,8,81,8102,8102111012012,-73.14442,-36.97181,CONCEPCIÓN,CORONEL,6199,3.4033231166317153
3716,3716,3716,3717,8,81,8102,11,1,12,14,14610,8102111012014,172,74,98,32,28,107,5,5,8,54,0,52,54,52,54,0,0,0,0,0,0,12,39,0,1,0,0,1,0,51,0,0,0,0,50,0,2,0,0,49,3,0,52,0,0,0,8,81,8102,8102111012014,-73.14473000000002,-36.972429999999996,CONCEPCIÓN,CORONEL,9438,7.903644840008477
3717,3717,3717,3718,8,81,8102,11,1,12,23,14610,8102111012023,75,42,33,0,13,53,0,0,5,25,0,22,25,22,25,0,0,0,0,0,0,1,19,1,1,0,0,1,0,21,0,0,0,0,22,0,0,0,0,21,1,0,21,1,0,0,8,81,8102,8102111012023,-73.14618,-36.973,CONCEPCIÓN,CORONEL,41437,0.0003619953181938847
3718,3718,3718,3719,8,81,8102,11,1,12,13,14610,8102111012013,29,18,11,7,6,16,0,0,6,10,0,8,10,8,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8102,8102111012013,-73.14461,-36.97219000000001,CONCEPCIÓN,CORONEL,2834,1.4020465772759352
3719,3719,3719,3720,8,81,8102,11,1,12,11,14610,8102111012011,175,80,95,0,34,109,0,0,17,53,0,47,53,47,53,0,0,0,0,0,0,1,46,0,0,0,0,8,0,39,0,0,0,0,44,0,3,0,0,44,3,0,47,0,0,0,8,81,8102,8102111012011,-73.14275,-36.97247,CONCEPCIÓN,CORONEL,9406,0.003721029130342335
3720,3720,3720,3721,8,81,8102,11,1,12,16,14610,8102111012016,24,13,11,0,0,17,0,0,4,10,0,8,10,8,10,0,0,0,0,0,0,2,6,0,0,0,0,1,0,7,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,8,81,8102,8102111012016,-73.14286,-36.97271,CONCEPCIÓN,CORONEL,2810,0.0017081850533807832
3721,3721,3721,3722,8,81,8102,11,1,12,15,14610,8102111012015,106,59,47,21,0,68,0,0,16,36,0,32,36,32,36,0,0,0,0,0,0,7,24,0,0,0,0,6,0,24,0,0,0,0,17,0,13,0,0,17,13,0,31,0,0,0,8,81,8102,8102111012015,-73.14305,-36.97309,CONCEPCIÓN,CORONEL,6189,4.203425432218452
3722,3722,3722,3723,8,81,8102,11,1,12,22,14610,8102111012022,119,60,59,17,20,76,6,0,6,36,0,35,36,35,36,0,0,0,0,0,0,17,18,0,0,0,0,1,0,33,0,0,0,0,34,0,0,0,0,34,0,0,34,0,0,0,8,81,8102,8102111012022,-73.14328,-36.97356,CONCEPCIÓN,CORONEL,6200,4.6038387096774205
3723,3723,3723,3724,8,81,8102,11,1,6,12,15618,8102111006012,118,55,63,19,16,79,4,0,6,60,0,46,60,46,1,59,0,0,0,0,0,36,8,0,0,0,0,1,22,22,0,0,0,0,44,0,0,0,0,43,0,0,45,0,0,0,8,81,8102,8102111006012,-73.16035,-36.973929999999996,CONCEPCIÓN,CORONEL,7404,4.603187466234468
3724,3724,3724,3725,8,81,8102,11,1,12,25,14610,8102111012025,152,74,78,0,32,96,0,4,14,54,0,44,54,44,54,0,0,0,0,0,0,1,43,0,0,0,0,4,0,40,0,0,0,0,44,0,0,0,0,44,0,0,44,0,0,0,8,81,8102,8102111012025,-73.14358,-36.97418,CONCEPCIÓN,CORONEL,9385,0.4032392115077251
3725,3725,3725,3726,8,81,8102,11,1,12,24,14610,8102111012024,32,18,14,0,0,21,0,0,5,10,0,10,10,10,10,0,0,0,0,0,0,1,9,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,8,81,8102,8102111012024,-73.14346,-36.97395,CONCEPCIÓN,CORONEL,2877,0.0022245394508168233
3726,3726,3726,3727,8,81,8102,11,1,6,13,15618,8102111006013,92,42,50,5,15,62,10,0,14,31,0,29,31,29,31,0,0,0,0,0,0,15,14,0,0,0,0,8,0,21,0,0,0,0,29,0,0,0,0,29,0,0,29,0,0,0,8,81,8102,8102111006013,-73.16016,-36.974470000000004,CONCEPCIÓN,CORONEL,5651,3.0032560608741816
3727,3727,3727,3728,8,81,8102,11,1,12,34,14610,8102111012034,129,63,66,24,18,82,5,0,11,47,0,42,47,42,47,0,0,0,0,0,0,3,39,0,0,0,0,1,0,41,0,0,0,0,41,0,1,0,0,41,1,0,41,0,0,0,8,81,8102,8102111012034,-73.14386,-36.97475,CONCEPCIÓN,CORONEL,8312,5.803103946102022
3728,3728,3728,3729,8,81,8102,11,1,6,16,15618,8102111006016,189,88,101,0,28,142,0,0,28,60,0,57,60,57,60,0,0,0,0,0,0,9,47,1,0,0,0,5,0,52,0,0,0,0,57,0,0,0,0,57,0,0,56,0,0,1,8,81,8102,8102111006016,-73.15938,-36.97522,CONCEPCIÓN,CORONEL,10717,0.003527106466361855
3729,3729,3729,3730,8,81,8102,11,1,6,14,15618,8102111006014,128,59,69,11,18,88,11,0,14,46,0,43,46,43,46,0,0,0,0,0,0,0,43,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,43,0,0,43,0,0,0,8,81,8102,8102111006014,-73.16075,-36.975229999999996,CONCEPCIÓN,CORONEL,8166,4.40313494979182
3730,3730,3730,3731,8,81,8102,11,1,6,15,15618,8102111006015,53,23,30,5,12,31,5,0,5,20,0,18,20,18,20,0,0,0,0,0,0,3,15,0,0,0,0,4,0,14,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,8,81,8102,8102111006015,-73.15999000000002,-36.975229999999996,CONCEPCIÓN,CORONEL,4489,2.0023613276899086
3731,3731,3731,3732,8,81,8102,11,1,6,17,15618,8102111006017,78,36,42,8,18,48,4,0,16,31,0,28,31,28,31,0,0,0,0,0,0,5,21,2,0,0,0,9,0,19,0,0,0,0,27,1,0,0,0,27,1,0,28,0,0,0,8,81,8102,8102111006017,-73.15826,-36.975559999999994,CONCEPCIÓN,CORONEL,5629,2.402771362586605
3732,3732,3732,3733,8,81,8102,11,1,6,23,15618,8102111006023,186,95,91,31,31,120,4,0,24,55,0,51,55,51,55,0,0,0,0,0,0,5,45,1,0,0,0,8,0,43,0,0,0,0,49,0,2,0,0,49,2,0,51,0,0,0,8,81,8102,8102111006023,-73.16091999999998,-36.97633,CONCEPCIÓN,CORONEL,9714,7.003829524397776
3733,3733,3733,3734,8,81,8102,11,1,6,21,15618,8102111006021,180,79,101,21,32,114,13,0,13,59,0,54,59,54,59,0,0,0,0,0,0,2,52,0,0,0,0,5,0,49,0,0,0,0,53,0,0,0,0,53,0,0,54,0,0,0,8,81,8102,8102111006021,-73.15951,-36.97636,CONCEPCIÓN,CORONEL,9583,6.803756652405301
3734,3734,3734,3735,8,81,8102,11,1,6,20,15618,8102111006020,140,65,75,0,25,101,0,0,13,45,0,43,45,43,45,0,0,0,0,0,0,6,36,1,0,0,0,2,0,40,0,0,0,0,43,0,0,0,0,42,0,0,43,0,0,0,8,81,8102,8102111006020,-73.15844,-36.9764,CONCEPCIÓN,CORONEL,8142,0.003438958486858266
3735,3735,3735,3736,8,81,8102,11,1,6,18,15618,8102111006018,128,62,66,15,20,87,6,0,7,45,0,35,45,36,45,0,0,0,0,0,0,7,27,1,0,0,0,0,1,33,1,0,0,0,24,1,10,0,0,23,12,0,35,0,0,0,8,81,8102,8102111006018,-73.15726,-36.97645,CONCEPCIÓN,CORONEL,7776,4.203292181069958
3736,3736,3736,3737,8,81,8102,11,1,6,22,15618,8102111006022,92,41,51,14,10,62,6,0,13,30,0,30,30,30,30,0,0,0,0,0,0,3,27,0,0,0,0,2,0,28,0,0,0,0,30,0,0,0,0,30,0,0,30,0,0,0,8,81,8102,8102111006022,-73.16016,-36.97634,CONCEPCIÓN,CORONEL,5204,4.003535741737126
3737,3737,3737,3738,8,81,8102,11,1,7,2,7748,8102111007002,134,66,68,13,31,86,4,0,11,43,0,42,43,42,43,0,0,0,0,0,0,11,31,0,0,0,0,3,0,39,0,0,0,0,35,0,7,0,0,35,7,0,41,0,0,0,8,81,8102,8102111007002,-73.15603,-36.9767,CONCEPCIÓN,CORONEL,9249,3.4028976105524924
3738,3738,3738,3739,8,81,8102,11,1,6,19,15618,8102111006019,56,29,27,8,7,41,0,0,6,19,0,17,19,17,19,0,0,0,0,0,0,1,16,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,0,8,81,8102,8102111006019,-73.15784000000002,-36.97643,CONCEPCIÓN,CORONEL,3723,1.6030083266183186
3739,3739,3739,3740,8,81,8102,11,1,6,24,15618,8102111006024,96,46,50,6,10,74,6,0,4,33,0,29,33,30,33,0,0,0,0,0,0,14,15,0,0,0,0,20,0,9,0,0,0,0,27,0,2,0,0,27,2,0,29,0,0,0,8,81,8102,8102111006024,-73.16111,-36.97716,CONCEPCIÓN,CORONEL,5830,2.4032933104631224
3740,3740,3740,3741,8,81,8102,11,1,6,27,15618,8102111006027,97,44,53,4,26,61,6,0,4,33,0,31,33,31,33,0,0,0,0,0,0,18,13,0,0,0,0,6,0,24,1,0,0,0,30,0,1,0,0,29,2,0,27,2,0,0,8,81,8102,8102111006027,-73.15952,-36.9772,CONCEPCIÓN,CORONEL,5603,2.0034624308406213
3741,3741,3741,3742,8,81,8102,11,1,6,28,15618,8102111006028,77,37,40,8,9,56,4,0,6,26,0,23,26,23,26,0,0,0,0,0,0,2,21,0,0,0,0,0,0,23,0,0,0,0,21,0,2,0,0,21,2,0,23,0,0,0,8,81,8102,8102111006028,-73.15850999999998,-36.97725,CONCEPCIÓN,CORONEL,4581,2.4033617114167214
3742,3742,3742,3743,8,81,8102,11,1,6,30,15618,8102111006030,89,43,46,6,14,65,4,0,10,27,0,26,27,26,27,0,0,0,0,0,0,1,25,0,0,0,0,1,0,25,0,0,0,0,24,0,0,2,0,24,2,0,26,0,0,0,8,81,8102,8102111006030,-73.15727,-36.9773,CONCEPCIÓN,CORONEL,4607,2.0038636856956806
3743,3743,3743,3744,8,81,8102,11,1,7,3,7748,8102111007003,79,34,45,0,16,54,0,0,6,21,0,21,21,21,21,0,0,0,0,0,0,0,21,0,0,0,0,14,0,7,0,0,0,0,19,0,0,0,0,19,0,0,21,0,0,0,8,81,8102,8102111007003,-73.15638,-36.97732,CONCEPCIÓN,CORONEL,4552,0.0034710017574692445
3744,3744,3744,3745,8,81,8102,11,1,7,6,7748,8102111007006,93,46,47,12,18,59,4,0,18,29,0,28,29,28,29,0,0,0,0,0,0,13,15,0,0,0,0,0,0,28,0,0,0,0,11,0,13,1,0,11,14,0,28,0,0,0,8,81,8102,8102111007006,-73.15511,-36.97736,CONCEPCIÓN,CORONEL,4797,3.203877423389619
3745,3745,3745,3746,8,81,8102,11,1,7,7,7748,8102111007007,205,103,102,21,26,151,7,0,20,61,0,57,61,57,61,0,0,0,0,0,0,14,39,4,0,0,0,0,0,57,0,0,0,0,45,0,12,0,0,45,12,0,57,0,0,0,8,81,8102,8102111007007,-73.15386,-36.97786,CONCEPCIÓN,CORONEL,9377,5.604372400554549
3746,3746,3746,3747,8,81,8102,11,1,6,26,15618,8102111006026,80,35,45,0,14,53,0,0,10,27,0,25,27,25,27,0,0,0,0,0,0,4,21,0,0,0,0,0,0,25,0,0,0,0,21,0,4,0,0,21,4,0,25,0,0,0,8,81,8102,8102111006026,-73.16035,-36.97745,CONCEPCIÓN,CORONEL,5452,0.00293470286133529
3747,3747,3747,3748,8,81,8102,11,1,6,29,15618,8102111006029,70,30,40,7,16,43,4,0,10,20,0,19,20,19,20,0,0,0,0,0,0,3,16,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,19,0,0,18,0,0,0,8,81,8102,8102111006029,-73.15791,-36.97753,CONCEPCIÓN,CORONEL,3321,2.2042155977115327
3748,3748,3748,3749,8,81,8102,11,1,7,8,7748,8102111007008,43,20,23,0,0,30,0,0,0,13,0,12,13,12,13,0,0,0,0,0,0,2,10,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,8,81,8102,8102111007008,-73.15379,-36.97766,CONCEPCIÓN,CORONEL,2843,0.00302497361941611
3749,3749,3749,3750,8,81,8102,11,1,7,5,7748,8102111007005,59,29,30,0,13,39,0,0,7,16,0,15,16,15,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,10,0,0,15,0,0,0,8,81,8102,8102111007005,-73.15574000000002,-36.97761,CONCEPCIÓN,CORONEL,3867,0.0030514610809412985
3750,3750,3750,3751,8,81,8102,11,1,6,25,15618,8102111006025,185,92,93,10,26,139,10,0,25,59,0,59,59,59,59,0,0,0,0,0,0,17,40,1,0,0,0,3,0,55,0,0,0,0,57,0,1,0,0,57,1,0,58,0,0,0,8,81,8102,8102111006025,-73.16041,-36.97782,CONCEPCIÓN,CORONEL,9224,4.004011274934952
